latitude,longitude,sid,title,chart_title,type
42.7390,-124.4983,t_310,"Port Orford, Oregon",,tide
35.1767,-120.76,t_311,"Port San Luis, Pacific Ocean, California",,tide
48.1129,-122.7595,t_312,"Port Townsend (Point Hudson), Admiralty Inlet, Washington",,tide
48.1167,-122.75,t_313,"Port Townsend (Point Hudson), Admiralty Inlet, Washington (sub)",,tide
48.0325,-122.7326,c_323,"Port Townsend Canal (depth 5 ft), Admiralty Inlet, Washington Current",,current
48.1117,-122.7583,t_314,"Port Townsend, Washington",,tide
37.7500,-122.35,c_324,"Potrero Point 1.1 mi E, South San Francisco Bay, California Current",,current
37.7575,-122.3578,c_325,"Potrero Point, 1.08 nmi east of (depth 20 ft), San Francisco Bay, California Current",,current
37.7500,-122.3333,c_326,"Potrero Point, 2 mi east of, San Francisco Bay, California Current",,current
37.7583,-122.383,t_315,"Potrero Point, San Francisco Bay, California",,tide
48.6550,-123.0083,t_316,"President Channel, Orcas Island, Washington",,tide
48.6733,-123.006,c_327,"President Channel, east of Point Disney (depth 69 ft), Washington Current",,current
37.5000,-122.4833,t_317,"Princeton, Half Moon Bay, California",,tide
34.0200,-119.683,t_318,"Prisoners Harbor, Santa Cruz Island, California",,tide
38.0617,-121.555,t_319,"Prisoners Point, San Joaquin River, California",,tide
37.8528,-122.4122,c_328,"Pt. Blunt, Angel I., 0.25 nmi east of (depth 21 ft), California Current",,current
37.8450,-122.405,c_329,"Pt. Blunt, Angel I., 0.8 mi SE of, San Francisco Bay, California Current",,current
38.0787,-122.0838,c_330,"Pt. Edith, 1.7 nmi NNW of (depth 24 ft), Suisun Bay, California Current",,current
38.0617,-121.85,c_331,"Pt. San Joaquin, 0.45 nmi ENE of (depth 18 ft), San Joaquin River, California Current",,current
48.8222,-122.8083,c_332,"Puffin Island Light, 4.8 mi north of, Rosario Strait, Washington Current",,current
40.2500,-124.3667,c_333,"Punta Gorda, California Current",,current
41.9453,-124.2009,t_320,"Pyramid Point, Smith River, California",,tide
32.7000,-117.2333,c_334,"Quarantine Station, La Playa, San Diego Bay, California Current",,current
33.7170,-118.1879,c_335,"Queens Gate (depth 35 ft), California Current",,current
47.9167,-124.6333,c_336,"Quillayute River entrance, Washington Current",,current
32.7667,-117.2333,t_321,"Quivira Basin, Mission Bay, California",,tide
48.7063,-122.8292,c_337,"Raccoon Point, 0.6 mi NNE of, Rosario Strait, Washington Current",,current
37.8719,-122.442,c_338,"Raccoon Strait (depth 19 ft), San Francisco Bay, California Current",,current
37.8667,-122.4333,c_339,"Raccoon Strait off Hospital Cove, San Francisco Bay, California Current",,current
37.8667,-122.45,c_340,"Raccoon Strait off Point Stuart, San Francisco Bay, California Current",,current
37.8612,-122.452,c_341,"Raccoon Strait, off Point Stuart (depth 15 ft), San Francisco Bay, California Current",,current
48.2232,-123.5323,c_342,"Race Rocks, 4.5 mi S of (depth 60 ft), Strait of Juan de Fuca, Washington Current",,current
48.7000,-122.8167,c_343,"Racoon Point, 0.6  mile NNE of, Washington Current",,current
37.9333,-122.4333,c_344,"Red Rock .1 E, San Francisco Bay, California Current",,current
37.9400,-122.4267,c_345,"Red Rock, 0.60 nmi NNE of (depth 17 ft), San Francisco Bay, California Current",,current
37.9295,-122.4283,c_346,"Red Rock, east of (depth 11 ft), San Francisco Bay, California Current",,current
41.3500,-124.1833,c_347,"Redding Rock Light, California Current",,current
37.5067,-122.21,t_322,"Redwood City, Wharf 5, San Francisco Bay, California",,tide
37.5258,-122.1991,c_348,"Redwood Creek (depth 4 ft), San Francisco Bay, California Current",,current
37.5333,-122.193,t_323,"Redwood Creek Marker 8, San Francisco Bay, California",,tide
37.5167,-122.2,t_324,"Redwood Creek entrance (inside), San Francisco Bay, California",,tide
37.5333,-122.1933,t_325,"Redwood Creek, C.M. No.8, San Francisco Bay, California",,tide
37.5306,-122.1601,c_349,"Redwood Point, 1.7 nmi east of (depth 7 ft), San Francisco Bay, California Current",,current
37.5580,-122.1988,c_350,"Redwood Pt., Blair I., 1.15 nmi NNE of (depth 19 ft), California Current",,current
43.7083,-124.098,t_326,"Reedsport, Umpqua River, Oregon",,tide
41.5450,-124.07,t_327,"Requa Dock, California",,tide
48.4167,-122.6667,t_328,"Reservation Bay, Washington",,tide
38.1467,-122.883,t_329,"Reynolds, Tomales Bay, California",,tide
37.8500,-122.4666,c_351,"Richardson Bay Entrance, San Francisco Bay, California Current",,current
48.4467,-122.9,t_330,"Richardson, Lopez Island, San Juan Channel, Washington",,tide
37.9293,-122.425,c_352,"Richmond (depth 7 ft), San Francisco Bay, California Current",,current
37.9100,-122.358,t_331,"Richmond Inner Harbor, San Francisco Bay, California",,tide
37.9283,-122.4,t_332,"Richmond, Chevron Oil Pier, California",,tide
34.3500,-119.45,t_333,"Rincon Island, California (2)",,tide
37.7903,-122.3734,c_353,"Rincon Point (depth 9 ft), San Francisco Bay, California Current",,current
37.7833,-122.35,c_354,"Rincon Point midbay, South San Francisco Bay, California Current",,current
37.7900,-122.387,t_334,"Rincon Point, Pier 22½, San Francisco Bay, California",,tide
37.7833,-122.3538,c_355,"Rincon Point, midbay (depth 11 ft), San Francisco Bay, California Current",,current
43.1579,-124.1818,t_335,"Rink Creek entrance, Coquille River, Oregon",,tide
38.1450,-121.692,t_336,"Rio Vista, Sacramento River, California",,tide
37.6667,-122.2,t_337,"Roberts Landing, 1.3 mi west of, San Francisco Bay, California",,tide
48.6100,-123.155,t_338,"Roche Harbor, San Juan Island, Haro Strait, Washington",,tide
48.6167,-123.15,t_339,"Roche Harbor, San Juan Island, Washington",,tide
38.0651,-122.0345,c_356,"Roe Island Channel (depth 6 ft), Suisun Bay, California Current",,current
38.0737,-122.0217,c_358,"Roe Island, Gilbert Pt., 0.15 nmi NW of (depth 16 ft), Suisun Bay, California Current",,current
48.4581,-122.7501,c_359,"Rosario Strait (depth 37 ft), Washington Current",,current
48.6467,-122.87,t_340,"Rosario, East Sound, Orcas Island, Washington",,tide
38.0772,-121.7639,c_360,"Sacramento River Light 14 (depth 3 ft), California Current",,current
48.5359,-122.5639,c_361,"Saddle Bag Island Passage (depth 22 ft), Rosario Strait, Washington Current",,current
38.5667,-123.35,c_362,"Salt Point, California Current",,current
40.8267,-124.18,t_341,"Samoa, Humboldt Bay, California",,tide
48.8167,-123.2,t_342,"Samuel Island (North Shore), British Columbia",,tide
48.8000,-123.2,t_343,"Samuel Island (South Shore), British Columbia",,tide
33.4167,-117.6167,t_344,"San Clemente, California",,tide
32.6817,-117.23,c_363,"San Diego Bay entrance (depth 33 ft), California Current",,current
32.7167,-117.1833,c_364,"San Diego, 0.5 mi west of, San Diego Bay, California Current",,current
32.7133,-117.1733,t_345,"San Diego, California",,tide
32.7033,-117.235,t_346,"San Diego, Quarantine Station, California",,tide
32.7142,-117.1736,t_347,"San Diego, San Diego Bay, California",,tide
37.7853,-122.614,c_365,"San Francisco Bar, north of ship channel (depth 5 ft), California Current",,current
37.8167,-122.4833,c_366,"San Francisco Bay Entrance (Golden Gate), California Current",,current
37.8067,-122.465,t_348,"San Francisco, California",,tide
37.7900,-122.3867,t_349,"San Francisco, Pier 22 1/2, California",,tide
37.8063,-122.4659,t_350,"San Francisco, San Francisco Bay, California",,tide
48.4613,-122.9508,c_367,"San Juan Channel (south entrance), Washington Current",,current
48.4610,-122.952,c_368,"San Juan Channel, south entrance (depth 75 ft), Washington Current",,current
37.7483,-122.235,t_351,"San Leandro Channel, San Leandro Bay, San Francisco Bay, California",,tide
37.6950,-122.192,t_352,"San Leandro Marina, San Francisco Bay, California",,tide
37.5800,-122.2533,t_353,"San Mateo Bridge (West), California",,tide
37.5878,-122.2502,c_369,"San Mateo Bridge (depth 11 ft), San Francisco Bay, California Current",,current
37.6083,-122.182,t_354,"San Mateo Bridge (east end), San Francisco Bay, California",,tide
37.5800,-122.253,t_355,"San Mateo Bridge (west end), San Francisco Bay, California",,tide
37.5833,-122.25,c_370,"San Mateo Bridge, South San Francisco Bay, California Current",,current
33.2667,-119.497,t_356,"San Nicolas Island, California",,tide
35.6417,-121.188,t_357,"San Simeon, California",,tide
46.2578,-123.9945,c_371,"Sand Island Tower, 0.9 nmi SE of (north channel) (depth 15 ft), Oregon Current",,current
46.2528,-123.9908,c_372,"Sand Island Tower, 1 nmi SE of (midchannel) (depth 15 ft), Oregon Current",,current
46.2555,-123.968,c_373,"Sand Island, SSE of (depth 12 ft), Oregon Current",,current
48.7900,-122.708,t_358,"Sandy Point, Lummi Bay, Washington",,tide
33.6300,-117.958,t_359,"Santa Ana River entrance (inside), California",,tide
33.4833,-119.0333,t_360,"Santa Barbara Island, California",,tide
34.4031,-119.6928,t_361,"Santa Barbara, California",,tide
36.9583,-122.017,t_362,"Santa Cruz, Monterey Bay, California",,tide
36.9667,-122.0167,t_363,"Santa Cruz, Monterey Bay, California (sub)",,tide
34.0000,-118.5,t_364,"Santa Monica, Municipal Pier, California (2)",,tide
34.0083,-118.5,t_365,"Santa Monica, Municipal Pier, San Pedro Channel, California",,tide
37.8500,-122.4833,t_366,"Sausalito, California",,tide
37.8650,-122.493,t_367,"Sausalito, Corps of Engineers Dock, San Francisco Bay, California",,tide
37.8467,-122.477,t_368,"Sausalito, San Francisco Bay, California",,tide
38.0533,-122.0495,c_374,"Seal Island, south of (depth 24 ft), Suisun Bay, California Current",,current
37.6367,-122.383,t_369,"Seaplane Harbor, San Francisco Bay, California",,tide
46.0017,-123.92,t_370,"Seaside, 12th Avenue bridge, Necanicum River, Oregon",,tide
48.2633,-124.297,t_371,"Sekiu, Clallam Bay, Strait of Juan de Fuca, Washington",,tide
48.2667,-124.3,t_372,"Sekiu, Washington",,tide
38.0583,-122.243,t_373,"Selby, California",,tide
48.0833,-123.05,t_375,"Sequim Bay Entrance, Washington",,tide
48.0817,-123.043,t_376,"Sequim Bay entrance, Strait of Juan de Fuca, Washington",,tide
48.5000,-122.7167,c_375,"Shannon Point, 2 mile W of, Washington Current",,current
48.5105,-122.7305,c_376,"Shannon Point, 2.0 miles west of, Washington Current",,current
48.5850,-122.928,t_377,"Shaw Island, Ferry Terminal, Harney Channel, San Juan Channel, Washington",,tide
48.5850,-122.9283,t_378,"Shaw Island, Ferry Terminal, Harney Channel, Washington",,tide
40.0250,-124.058,t_379,"Shelter Cove, California",,tide
38.0587,-121.8,c_377,"Sherman Island (East), California Current",,current
38.0587,-121.8042,c_378,"Sherman Island East, 0.2 mi north of (depth 14 ft), Sacramento River, California Current",,current
48.5067,-122.677,t_380,"Ship Harbor, Fidalgo Island, Washington",,tide
37.6833,-122.3666,c_379,"Sierra Point 1.3 mi ENE, South San Francisco Bay, California Current",,current
37.6667,-122.2833,c_380,"Sierra Point 4.4 mi E, South San Francisco Bay, California Current",,current
37.6780,-122.3175,c_381,"Sierra Point, 1.2 nmi east of (depth 18 ft), San Francisco Bay, California Current",,current
37.6847,-122.3567,c_382,"Sierra Point, 1.3 mi ENE of, San Francisco Bay, California Current",,current
37.6733,-122.295,c_383,"Sierra Point, 4.4 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
38.0481,-121.9225,c_384,"Simmons Point, 0.6 nmi ESE of (depth 6 ft), Suisun Bay, California Current",,current
38.0645,-121.9217,c_385,"Simmons Pt., Chipps Is., 0.6 nmi ESE of (depth 12 ft), Suisun Bay, California Current",,current
48.6028,-122.6487,c_386,"Sinclair Island Light, 0.6 mile SE of, Washington Current",,current
48.6167,-122.65,c_387,"Sinclair Island, 1 mile NE of, Washington Current",,current
48.6442,-122.6587,c_388,"Sinclair Island, 1.0 nmi NE of (depth 26 ft), Rosario Strait, Washington Current",,current
43.3767,-124.297,t_381,"Sitka Dock, Coos Bay, Oregon",,tide
44.0167,-124.13,t_382,"Siuslaw River entrance, Oregon",,tide
48.3978,-122.5795,c_389,"Skagit Bay channel, SW of Hope Island (depth 10 ft), Washington Current",,current
48.7495,-123.0608,c_390,"Skipjack Island, 1.5 mi northwest of (depth 15 ft), Washington Current",,current
48.7500,-123.05,c_391,"Skipjack Island, 2 mile nne of, Washington Current",,current
48.7667,-123.0167,c_392,"Skipjack Island, 2 miles NNE of, Washington Current",,current
48.3000,-122.85,c_393,"Smith Island, 1.4 mi SSW of, Strait of Juan de Fuca, Washington Current",,current
48.3167,-122.8,c_394,"Smith Island, 2 miles east of, Washington Current",,current
48.2964,-122.7763,c_395,"Smith Island, 3.4 mi ESE of (depth 20 ft), Strait of Juan de Fuca, Washington Current",,current
48.3000,-122.75,c_396,"Smith Island, 3.7 miles ESE of, Washington Current",,current
48.3246,-122.9647,c_397,"Smith Island, 5.5 mi WNW of (depth 43 ft), Strait of Juan de Fuca, Washington Current",,current
48.3167,-122.8366,t_383,"Smith Island, Alaska",,tide
48.3167,-122.837,t_384,"Smith Island, Strait of Juan de Fuca, Washington",,tide
48.3167,-122.8333,t_385,"Smith Island, Washington",,tide
37.5017,-122.223,t_386,"Smith Slough, San Francisco Bay, California",,tide
48.4000,-122.548,t_387,"Sneeoosh Point, Washington",,tide
38.2767,-121.495,t_388,"Snodgrass Slough, Sacramento River, California",,tide
38.1567,-122.407,t_389,"Sonoma Creek, San Pablo Bay, California",,tide
37.5517,-122.162,t_390,"South Bay Wreck, San Francisco Bay, California",,tide
44.6250,-124.043,t_391,"South Beach, Yaquina Bay and River, Oregon",,tide
37.7500,-122.5333,c_398,"South Channel, California Current",,current
48.4980,-123.1599,c_399,"South Haro Strait, south of Lime Kiln Light (depth 107 ft), Washington Current",,current
32.6291,-117.1078,t_392,"South San Diego Bay, California",,tide
37.6667,-122.39,t_393,"South San Francisco, San Francisco Bay, California",,tide
40.7478,-124.2241,c_400,"South Spit, 0.1 nmi E of (depth 15 ft), Humboldt Bay, California Current",,current
37.9162,-122.4223,c_401,"Southampton Shoal Channel, LB 6 (depth 15 ft), San Francisco Bay, California Current",,current
37.8825,-122.3958,c_403,"Southampton Shoal Light, 0.2 mi E of (depth 10 ft), San Francisco Bay, California Current",,current
44.6250,-124.0433,t_394,"Southbeach, Yaquina Bay and River, Oregon (sub)",,tide
37.7000,-123,t_395,"Southeast Farallon Island, California",,tide
48.6278,-123.1116,c_404,"Spieden Channel, north of Limestone Point (depth 47 ft), Washington Current",,current
38.0667,-121.9,c_405,"Spoonbill Creek near Bridge, Suisun Bay, California Current",,current
38.0588,-121.9047,c_406,"Spoonbill Creek, near bridge (depth 3 ft), Suisun Bay, California Current",,current
48.6000,-123.0333,c_407,"Spring Passage, South entrance of, Washington Current",,current
48.6115,-123.0341,c_408,"Spring Passage, south entrance (depth 13 ft), San Juan Channel, Washington Current",,current
41.8167,-124.3333,c_409,"St. George Reef, California Current",,current
38.0500,-121.95,c_410,"Stake Point .9 Mi NNW, Suisun Bay, California Current",,current
38.0647,-121.9555,c_411,"Stake Point, 0.9 nmi NNW of (depth 4 ft), Suisun Bay, California Current",,current
38.1833,-121.655,t_396,"Steamboat Slough, Snug Harbor Marina, Sacramento River, California",,tide
37.9583,-121.29,t_397,"Stockton, San Joaquin River, California",,tide
48.9389,-123.1651,c_412,"Strait of Georgia, 4.5 nmi SW of Point Roberts (depth 31 ft), Washington Current",,current
48.4500,-124.5838,c_413,"Strait of Juan de Fuca entrance (depth 89 ft), Washington Current",,current
48.5650,-122.722,t_398,"Strawberry Bay, Cypress Island, Washington",,tide
48.5667,-122.75,c_414,"Strawberry Island, 0.8 mile W of, Washington Current",,current
48.5612,-122.7542,c_415,"Strawberry Island, 0.8 mile west of, Washington Current",,current
48.5610,-122.7543,c_416,"Strawberry Island, west of (depth 33 ft), Rosario Strait, Washington Current",,current
38.2367,-122.03,t_399,"Suisun City, Suisun Slough, Suisun Bay, California",,tide
38.0888,-122.0072,c_417,"Suisun Cutoff (depth 24 ft), Suisun Bay, California Current",,current
38.1283,-122.073,t_401,"Suisun Slough entrance, Suisun Bay, California",,tide
48.2833,-122.728,t_402,"Sunset Beach, Whidbey Island, Strait of Juan de Fuca, Washington",,tide
32.6450,-117.1228,c_419,"Sweetwater Channel, southwest of (depth 14 ft), San Diego Bay, California Current",,current
48.4667,-122.5167,t_403,"Swinomish Channel ent., Padilla Bay, Washington",,tide
48.4583,-122.513,t_404,"Swinomish Channel entrance, Padilla Bay, Washington",,tide
40.7000,-124.2833,c_420,"Table Bluff Light, California Current",,current
44.9267,-124.013,t_405,"Taft, Siletz Bay, Oregon",,tide
47.3482,-124.2848,t_406,"Taholah, Washington",,tide
46.3700,-124.005,t_407,"Tarlatt Slough, Willapa Bay, Washington",,tide
48.3917,-124.737,t_408,"Tatoosh Island, Cape Flattery, Strait of Juan de Fuca, Washington",,tide
48.4433,-122.805,t_409,"Telegraph Bay, Washington",,tide
38.1100,-121.498,t_410,"Terminous, South Fork, Mokelumne River, California",,tide
48.5274,-122.804,c_421,"Thatcher Pass (depth 28 ft), Rosario Strait, Washington Current",,current
48.5333,-122.8,t_411,"Thatcher Pass, Washington",,tide
48.5275,-122.803,c_422,"Thatcher Pass, Washington Current",,current
38.0867,-121.685,t_412,"Threemile Slough entrance, San Joaquin River, California",,tide
38.1067,-121.7,t_413,"Threemile Slough, Sacramento River, California",,tide
36.8333,-121.745,t_414,"Tidal Creek, Elkhorn Slough, Monterey Bay, Port San Luis, California",,tide
48.5867,-122.748,t_415,"Tide Point, Cypress Island, Washington",,tide
45.5622,-123.9383,c_423,"Tillamook Bay entrance, Oregon Current",,current
45.4600,-123.845,t_416,"Tillamook, Hoquarten Slough, Tillamook Bay, Oregon",,tide
48.7783,-122.9408,c_424,"Toe Point, Patos Island, 0.5 mile S of, Washington Current",,current
48.7667,-122.9333,c_425,"Toe Point, Patos Island, 0.5 mile South of, Washington Current",,current
46.7075,-123.9669,t_417,"Toke Point, Willapa Bay, Washington",,tide
44.6167,-123.9333,t_418,"Toledo, Yaquina Bay and River, Oregon",,tide
44.6167,-123.937,t_419,"Toledo, Yaquina River, Oregon",,tide
38.2283,-122.977,t_420,"Tomales Bay entrance, California",,tide
48.6122,-122.7022,c_426,"Towhead Island, 0.4 mi east of, Rosario Strait, Washington Current",,current
48.6000,-122.7,c_427,"Towhead Island, 0.4 mile East of, Washington Current",,current
37.8167,-122.35,c_428,"Treasure Island .3 mi E, San Francisco Bay, California Current",,current
37.8333,-122.3666,c_429,"Treasure Island .5 mi N, San Francisco Bay, California Current",,current
37.8217,-122.3783,c_430,"Treasure Island, 0.2 mi west of (depth 8 ft), San Francisco Bay, California Current",,current
37.8267,-122.355,c_431,"Treasure Island, 0.3 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.8405,-122.3683,c_432,"Treasure Island, 0.5 mi north of (depth 8 ft), San Francisco Bay, California Current",,current
37.8373,-122.3872,c_433,"Treasure Island, 0.78 nmi NW of (depth 3 ft), San Francisco Bay, California Current",,current
37.8217,-122.3917,c_434,"Treasure Island, 0.8 mi west of (depth 8 ft), San Francisco Bay, California Current",,current
37.8250,-122.3463,c_435,"Treasure Island, 0.85 nmi east of (depth 11 ft), San Francisco Bay, California Current",,current
41.0567,-124.147,t_421,"Trinidad Harbor, California",,tide
41.0500,-124.1667,c_436,"Trinidad Head, California Current",,current
49.0000,-123.1333,t_422,"Tsawwassen, British Columbia",,tide
48.1711,-124.7369,t_423,"Tskawahyah Island, Cape Alava, Washington",,tide
48.7833,-123.1,t_424,"Tumbo Channel, British Columbia",,tide
48.6912,-123.245,c_437,"Turn Point, Boundary Pass (depth 116 ft), Washington Current",,current
48.6833,-123.2333,t_425,"Turn Point, Stuart Island, Haro Strait, Washington",,tide
48.5567,-122.9983,c_438,"Turn Rock Light, 1.9 miles northwest of, Washington Current",,current
48.5500,-122.9833,c_439,"Turn Rock, 1.9 mile NW of, Washington Current",,current
48.4450,-122.555,t_426,"Turner Bay, Similk Bay, Washington",,tide
48.1750,-123.95,t_427,"Twin Rivers, Strait of Juan de Fuca, Washington",,tide
43.6783,-124.1933,c_440,"Umpqua River entrance, Oregon Current",,current
37.4350,-122.007,t_428,"Upper Guadalupe Slough, San Francisco Bay, California",,tide
38.2283,-122.613,t_429,"Upper drawbridge, Petaluma River, San Pablo Bay, California",,tide
48.5538,-122.9226,c_441,"Upright Channel narrows (depth 24 ft), San Juan Channel, Washington Current",,current
48.5717,-122.885,t_430,"Upright Head, Lopez Island, Washington",,tide
38.1117,-122.273,t_431,"Vallejo, Mare Island Strait, California",,tide
38.1000,-122.2666,t_432,"Vallejo, Mare Island Strait, Carquinez Strait, California",,tide
34.2667,-119.283,t_433,"Ventura, California",,tide
48.7167,-122.708,t_434,"Village Point, Lummi Island, Washington",,tide
48.1667,-122.9667,c_442,"Violet Point, 3.2 miles northwest of, Washington Current",,current
48.1614,-122.9681,c_443,"Violet Point, 3.7 mi NW of Protection Island (depth 17 ft), Washington Current",,current
48.1833,-122.9167,c_444,"Violet Point, 3.7 miles N of, Washington Current",,current
37.9833,-121.3833,c_445,"Vulcan Island .5 mi E, San Joaquin River, California Current",,current
37.9853,-121.3908,c_446,"Vulcan Island, 0.5 mi east of (depth 17 ft), San Joaquin River, California Current",,current
44.4344,-124.0581,t_435,"Waldport, Alsea Bay, Oregon",,tide
48.7042,-123.1087,c_447,"Waldron Island, 1.7 miles west of, Washington Current",,current
48.7042,-123.1048,c_448,"Waldron Island, 1.7 nmi west of (depth 27 ft), Washington Current",,current
48.6868,-123.0376,t_436,"Waldron Island, Haro Strait, Washington",,tide
38.0500,-121.4969,t_437,"Wards Island, Little Connection Slough, San Joaquin River, California",,tide
46.1650,-123.92,t_438,"Warrenton, Skipanon River, Columbia River, Oregon",,tide
46.1667,-123.9167,t_439,"Warrenton, Skipanon River, Oregon",,tide
48.5922,-122.9895,c_449,"Wasp Passage Light, 0.5 mile WSW of, Washington Current",,current
48.5925,-122.9896,c_450,"Wasp Passage narrows (depth 11 ft), San Juan Channel, Washington Current",,current
42.4333,-124.4167,t_440,"Wedderburn, Rogue River, Oregon",,tide
44.5933,-124.008,t_441,"Weiser Point, Yaquina River, Oregon",,tide
38.0167,-121.7667,c_451,"West Island Lt .5 mi SE, San Joaquin River, California Current",,current
38.0212,-121.762,c_452,"West Island Lt., 0.5 mi SE of (depth 5 ft), San Joaquin River, California Current",,current
38.0249,-121.79,c_453,"West Island, north of (depth 3 ft), San Joaquin River, California Current",,current
37.5050,-122.192,t_442,"West Point Slough, San Francisco Bay, California",,tide
38.1320,-122.058,c_454,"West entrance (depth 6 ft), Montezuma Slough, Suisun Bay, California Current",,current
39.6333,-123.783,t_443,"Westport, California",,tide
46.9043,-124.1051,t_444,"Westport, Point Chehalis, Grays Harbor, Washington",,tide
46.9142,-124.1083,c_455,"Westport, channel 0.4 mi NE of, Grays Harbor, Washington Current",,current
33.0050,-118.557,t_445,"Wilson Cove, San Clemente Island, California",,tide
38.0667,-122.3333,c_456,"Wilson Point 3.9 mi NNW, San Pablo Bay, California Current",,current
38.0375,-122.1505,c_457,"Wilson Point, 1.55 nmi north of (depth 10 ft), San Pablo Bay, California Current",,current
38.0745,-122.3425,c_458,"Wilson Point, 3.90 nmi NNW of (depth 4 ft), San Pablo Bay, California Current",,current
44.5833,-124,t_446,"Winant, Yaquina Bay and River, Oregon",,tide
38.2100,-122.427,t_447,"Wingo, Sonoma Creek, San Pablo Bay, California",,tide
44.6167,-124.0667,c_459,"Yaquina Bay entrance, Oregon Current",,current
44.6233,-124.057,c_460,"Yaquina Bay, Highway Bridge, Oregon Current",,current
44.6005,-123.9417,c_461,"Yaquina River, 1 mi below Toledo, Yaquina Bay, Oregon Current",,current
44.6267,-124.055,t_448,"Yaquina USCG station, Newport, Yaquina Bay, Oregon",,tide
44.6000,-124.0167,t_449,"Yaquina, Yaquina Bay and River, Oregon",,tide
44.6020,-124.0113,c_462,"Yaquina, Yaquina River, Yaquina Bay, Oregon Current",,current
37.8333,-122.45,c_463,"Yellow Bluff .8 mi E, San Francisco Bay, California Current",,current
37.8350,-122.455,c_464,"Yellow Bluff, 0.8 mi east of (depth 8 ft), San Francisco Bay, California Current",,current
37.8455,-122.4572,c_465,"Yellow Bluff, 0.8 nmi NE of (depth 19 ft), San Francisco Bay, California Current",,current
37.8000,-122.3833,c_466,"Yerba Buena Island W of, San Francisco Bay, California Current",,current
37.8042,-122.3572,c_467,"Yerba Buena Island, 0.3 nmi SE of (depth 23 ft), San Francisco Bay, California Current",,current
37.8100,-122.36,t_450,"Yerba Buena Island, San Francisco Bay, California",,tide
37.8100,-122.3831,c_468,"Yerba Buena Island, west of (midchannel) (depth 12 ft), California Current",,current
48.4167,-122.6167,t_451,"Yokeko Point, British Columbia",,tide
48.4127,-122.6132,c_469,"Yokeko Point, Deception Pass (depth 7 ft), Rosario Strait, Washington Current",,current
48.4133,-122.615,t_452,"Yokeko Point, Deception Pass, Washington",,tide
46.1778,-123.8683,c_470,"Youngs Bay Bridge (depth 9 ft), Oregon Current",,current
46.1863,-123.8878,c_471,"Youngs Bay Entrance, Oregon Current (17d)",,current
37.83922,-122.29532,x_1,East Bay Carpool,,meeting
38.23412,-122.61899,x_2,North Bay Carpool,,meeting
37.429186,-121.981353,x_3,Alviso,,launch
41.759719,-124.222431,x_4,Crescent City,,launch
43.148475,-124.4015083,x_5,"Brandon, Oregon",Brandon,launch
43.4157333,-124.2797722,x_6,"North Bend, Oregon",North Bend,launch
41.801970,-124.054516,x_7,Myrtle Creek,,launch
37.848056,-122.48,x_8,Swede’s Beach,,destination
37.859722,-122.484722,x_9,Bar Bocce,,destination
37.86,-122.485472,x_10,Turney Street Public Boat Ramp,Turney St,launch
37.896806,-122.525306,x_11,"Bayfront Park, Mill Valley (AKA Dog Park)",Bayfront Park,launch
37.8825,-122.503889,x_12,"Brickyard Park, Strawberry",Brickyard Park,launch
37.895444,-122.503389,x_13,"Harbor Cove Canoe Dock, Strawberry",Harbor Cove,launch
37.944667,-122.528889,x_14,Bon Aire Landing on Corte Madera Creek,Bon Aire Landing,launch
37.94575,-122.483861,x_15,Starkweather Shoreline Park,Starkweather Park,launch
37.965944,-122.5135,x_16,"Pier 15 Restaurant and Bar, San Rafael",Pier 15 Bar,destination
37.882083,-122.516389,x_17,Highway 101 Bridge (SE side),Hwy 101 Bridge,launch
  41.80268,-124.08616,x_18,Jedediah Smith State Park,Jedediah Smith SP,launch
  41.82246,-124.10963,x_19,Smith River access,,launch
40.7673,-124.2241,x_20,Samoa Boat Ramp,,launch
40.7256,-124.2236,x_21,Fields Landing Boat Ramp,Fields Landing,launch
39.3610,-123.81769,x_22,Caspar Beach,,launch
39.32906,-123.80604,x_23,Russian Gulch,,launch
39.30239,-123.78757,x_24,Big River,,launch
39.27331,-123.79168,x_25,Van Damme State Park,Van Damme SP,launch
39.08573,-123.48509,x_26,"Navarro River, Hendy Woods",Hendy Woods,launch
39.17804,-123.69443,x_27,"Navarro River, Dimmick Memorial Grove",Dimmick Grove,launch
39.2266,-123.7667,x_28,"Little River, Albion",Little River,launch
39.2312,-123.7613,x_29,Albion River,,launch
39.18972,-123.75866,x_30,Navarro State Beach,,launch
38.040167,-121.960556,x_31,McAvoy Yacht Harbor,,launch
38.039667,-121.963194,x_32,Bay Point Regional Shoreline Park,Bay Point Park,launch
38.012057,-121.728771,x_34,Big Break Regional Shoreline Park,Big Break Park,launch
38.03675,-122.274333,x_35,"Rodeo, Lone Tree Beach Park",Lone Tree Beach,destination
38.01025,-122.363611,x_36,Point Pinole Regional Shoreline Park,Point Pinole Park,destination
39.12888,-123.71824,x_37,Elk,,launch
38.9937,-123.435,x_38,Rancheria Creek,,launch
38.51207,-123.24314,x_39,Fort Ross,,launch
38.54709,-123.29748,x_40,Stillwater Cove,,launch
38.56741,-123.33040,x_41,Salt Point State Park,Salt Point SP,launch
38.58157,-123.33580,x_42,Stump Beach,,launch
